word,frequency,rank
said,439,1
all,421,2
man,382,3
no,379,4
like,369,5
one,364,6
got,342,7
she,320,8
some,285,9
get,268,10
back,254,11
ve,252,12
now,246,13
very,244,14
little,240,15
will,239,16
time,226,17
good,218,18
old,212,19
re,211,20
ll,207,21
see,202,22
only,201,23
m,199,24
must,198,25
made,190,26
way,188,27
place,183,28
ivery,182,29
ye,182,30
blenkiron,181,31
two,178,32
saw,177,33
know,174,34
came,168,35
seemed,164,36
us,162,37
thing,160,38
too,160,39
more,159,40
kind,158,41
face,157,42
long,150,43
than,149,44
think,149,45
mary,148,46
never,142,47
knew,142,48
looked,140,49
well,140,50
any,139,51
going,139,52
first,137,53
come,137,54
eyes,134,55
men,131,56
went,130,57
just,130,58
peter,129,59
mr,128,60
thought,128,61
right,127,62
day,126,63
last,126,64
put,125,65
found,124,66
left,123,67
go,122,68
night,122,69
asked,121,70
make,121,71
big,120,72
road,119,73
war,118,74
every,118,75
took,116,76
might,115,77
great,114,78
till,113,79
own,113,80
business,112,81
told,111,82
head,110,83
wake,108,84
other,108,85
still,106,86
something,103,87
tell,102,88
heard,102,89
should,102,90
take,101,91
far,98,92
much,96,93
gresson,93,94
mind,93,95
new,92,96
say,92,97
door,92,98
wanted,92,99
nothing,91,100
line,89,101
better,89,102
though,88,103
enough,87,104
most,87,105
house,87,106
three,86,107
job,85,108
hand,85,109
same,85,110
world,85,111
morning,84,112
o,84,113
find,82,114
side,82,115
end,81,116
half,80,117
enemy,80,118
bit,79,119
keep,79,120
look,79,121
sir,79,122
always,78,123
name,78,124
god,78,125
ever,78,126
seen,78,127
behind,78,128
next,78,129
remember,77,130
himself,75,131
gave,75,132
country,75,133
boche,75,134
want,74,135
pretty,74,136
round,74,137
front,73,138
dick,72,139
things,71,140
archie,71,141
turned,70,142
felt,69,143
best,69,144
soon,69,145
german,69,146
used,68,147
life,68,148
give,68,149
fellow,68,150
another,68,151
british,68,152
brand,67,153
gone,67,154
days,66,155
battle,65,156
away,65,157
amos,64,158
let,64,159
d,64,160
coming,63,161
voice,63,162
part,63,163
work,62,164
second,61,165
room,61,166
chance,61,167
among,60,168
yet,60,169
hands,59,170
began,59,171
may,59,172
people,59,173
car,59,174
south,58,175
even,58,176
bad,58,177
game,58,178
set,58,179
brought,57,180
black,57,181
stood,57,182
hear,56,183
hours,56,184
sat,55,185
without,55,186
past,55,187
hour,55,188
air,55,189
lot,55,190
talk,54,191
hard,54,192
friend,53,193
towards,53,194
done,53,195
home,53,196
presently,52,197
beside,51,198
called,51,199
small,51,200
young,51,201
sea,51,202
french,50,203
moment,50,204
st,50,205
evening,50,206
fighting,50,207
getting,50,208
looking,50,209
heart,49,210
beyond,49,211
sound,49,212
word,49,213
suddenly,48,214
whole,47,215
since,47,216
high,47,217
kept,47,218
rest,47,219
fell,47,220
feet,47,221
water,46,222
many,46,223
years,46,224
cried,46,225
call,46,226
held,46,227
read,46,228
earth,46,229
open,46,230
lay,45,231
tried,45,232
case,45,233
light,45,234
friends,44,235
near,44,236
full,44,237
rather,44,238
england,44,239
started,44,240
eye,44,241
division,43,242
clear,43,243
snow,43,244
wild,43,245
quite,42,246
anything,42,247
sight,42,248
caught,42,249
minutes,42,250
general,42,251
five,42,252
watch,42,253
across,41,254
sort,41,255
station,41,256
north,41,257
taken,41,258
dark,41,259
passed,40,260
spoke,40,261
army,40,262
hills,40,263
hill,40,264
bed,40,265
guns,40,266
train,39,267
four,39,268
afternoon,39,269
machine,39,270
blue,39,271
germany,39,272
valley,38,273
use,38,274
stopped,38,275
deep,38,276
trouble,38,277
leave,38,278
short,37,279
later,37,280
cut,37,281
biggleswick,37,282
reached,37,283
top,37,284
together,36,285
given,36,286
both,36,287
edge,36,288
figure,36,289
alone,36,290
few,36,291
sure,35,292
course,35,293
land,35,294
somewhere,35,295
macgillivray,35,296
fight,35,297
thinking,35,298
feel,35,299
miles,35,300
each,35,301
meet,34,302
red,34,303
london,34,304
lines,34,305
also,34,306
fine,34,307
followed,34,308
english,34,309
street,33,310
papers,33,311
birds,33,312
peace,33,313
mine,33,314
easy,33,315
fresh,33,316
white,33,317
miss,33,318
ran,33,319
sense,32,320
pocket,32,321
point,32,322
quiet,32,323
certain,32,324
boy,32,325
mighty,32,326
someone,32,327
speak,32,328
woman,32,329
appeared,32,330
message,31,331
met,31,332
oh,31,333
close,31,334
cold,31,335
shall,31,336
arm,31,337
wall,31,338
sent,31,339
struck,31,340
ground,31,341
news,31,342
deal,31,343
cross,31,344
west,31,345
lost,31,346
talked,31,347
feeling,31,348
often,31,349
fire,31,350
chair,30,351
orders,30,352
weather,30,353
sometimes,30,354
trying,30,355
hall,30,356
ago,30,357
amiens,30,358
remembered,30,359
words,30,360
hannay,30,361
yes,30,362
mean,30,363
except,30,364
meant,30,365
devil,30,366
class,30,367
turn,29,368
week,29,369
ten,29,370
wrong,29,371
letter,29,372
show,29,373
busy,29,374
happy,29,375
plan,29,376
river,29,377
several,29,378
paper,29,379
table,28,380
slipped,28,381
working,28,382
france,28,383
courage,28,384
corps,28,385
mouth,28,386
less,28,387
leg,28,388
broken,28,389
green,28,390
others,28,391
everything,28,392
office,28,393
upon,28,394
story,28,395
low,28,396
paris,28,397
straight,28,398
wish,28,399
journey,28,400
troops,28,401
pass,28,402
inn,28,403
hot,28,404
government,27,405
answer,27,406
believe,27,407
progress,27,408
dozen,27,409
along,27,410
jew,27,411
poor,27,412
strength,27,413
opened,27,414
almost,27,415
railway,27,416
rough,27,417
wood,27,418
hold,27,419
dropped,27,420
rock,27,421
different,26,422
anyhow,26,423
making,26,424
main,26,425
company,26,426
girl,26,427
field,26,428
stone,26,429
corner,26,430
badly,26,431
sleep,26,432
instructions,26,433
spent,26,434
noticed,25,435
six,25,436
child,25,437
help,25,438
foot,25,439
waiting,25,440
attack,25,441
village,25,442
books,25,443
book,25,444
pink,25,445
love,25,446
anton,25,447
hun,25,448
inside,25,449
watched,25,450
beginning,25,451
twenty,25,452
ice,25,453
showed,24,454
map,24,455
chalet,24,456
led,24,457
blood,24,458
luck,24,459
shut,24,460
names,24,461
notion,24,462
change,24,463
honest,24,464
human,24,465
clothes,24,466
soldier,24,467
dinner,24,468
entered,24,469
police,24,470
pulled,24,471
play,24,472
platform,24,473
reckon,24,474
officers,24,475
window,24,476
tea,24,477
brain,23,478
fairly,23,479
pilgrim,23,480
bullivant,23,481
stream,23,482
clean,23,483
middle,23,484
