word,frequency,rank
the,8820,1
and,5139,2
of,4335,3
to,3888,4
a,2736,5
that,2319,6
i,2152,7
he,2021,8
it,2003,9
in,1958,10
you,1936,11
was,1683,12
for,1537,13
his,1368,14
they,1211,15
is,1181,16
with,1127,17
had,1091,18
not,1077,19
her,1058,20
as,1056,21
leonard,1030,22
be,949,23
she,919,24
but,888,25
have,881,26
this,879,27
at,814,28
him,735,29
them,728,30
on,714,31
said,708,32
which,705,33
by,683,34
will,679,35
were,630,36
from,589,37
then,581,38
otter,576,39
who,570,40
my,566,41
we,560,42
their,558,43
me,553,44
now,543,45
are,526,46
so,524,47
juanna,508,48
no,483,49
all,477,50
your,457,51
do,456,52
there,454,53
or,447,54
if,440,55
upon,437,56
would,426,57
one,388,58
been,377,59
man,370,60
more,363,61
when,347,62
what,338,63
could,334,64
us,309,65
an,294,66
answered,292,67
must,292,68
into,287,69
soa,276,70
am,274,71
up,274,72
people,269,73
its,266,74
some,266,75
should,262,76
before,258,77
can,258,78
shall,258,79
men,254,80
here,244,81
baas,244,82
see,240,83
come,237,84
did,237,85
out,236,86
down,223,87
great,221,88
may,220,89
like,219,90
these,217,91
has,214,92
well,211,93
time,207,94
though,207,95
know,205,96
little,198,97
hand,198,98
nam,198,99
again,196,100
go,194,101
through,193,102
about,193,103
other,190,104
while,190,105
two,184,106
than,184,107
also,182,108
himself,179,109
dwarf,178,110
indeed,176,111
back,176,112
face,172,113
such,171,114
after,171,115
very,169,116
our,168,117
where,166,118
came,165,119
white,164,120
place,164,121
might,164,122
still,163,123
how,163,124
first,160,125
only,158,126
woman,158,127
last,158,128
eyes,158,129
those,157,130
never,156,131
let,156,132
olfan,155,133
priest,152,134
dead,152,135
say,151,136
francisco,150,137
much,149,138
many,148,139
saw,146,140
shepherdess,143,141
went,141,142
gods,141,143
any,140,144
water,138,145
night,138,146
made,135,147
over,135,148
mist,134,149
think,134,150
yet,134,151
death,133,152
priests,132,153
own,132,154
life,131,155
whom,130,156
good,130,157
nothing,130,158
stone,126,159
thought,126,160
head,125,161
away,125,162
stood,123,163
till,123,164
tell,122,165
way,121,166
because,121,167
day,118,168
snake,118,169
side,117,170
even,117,171
love,115,172
father,115,173
once,114,174
done,114,175
take,112,176
heart,111,177
left,111,178
ye,111,179
look,109,180
yes,108,181
found,108,182
another,107,183
gone,107,184
god,106,185
looked,106,186
slave,106,187
make,105,188
moment,104,189
outram,103,190
words,102,191
heard,102,192
die,102,193
without,101,194
feet,100,195
long,100,196
black,100,197
perhaps,100,198
passed,99,199
spoke,98,200
thus,98,201
among,97,202
took,97,203
hands,97,204
told,96,205
knew,95,206
put,95,207
speak,94,208
voice,94,209
fear,94,210
turned,94,211
find,94,212
towards,93,213
mind,92,214
enough,92,215
years,92,216
alone,91,217
light,91,218
being,91,219
beneath,90,220
better,89,221
old,89,222
none,88,223
land,88,224
give,88,225
seemed,87,226
most,86,227
deliverer,86,228
seen,86,229
ever,84,230
matter,83,231
three,83,232
far,83,233
asked,83,234
things,81,235
lay,81,236
hour,80,237
yonder,80,238
round,80,239
presently,80,240
jane,79,241
against,79,242
too,79,243
end,78,244
rock,78,245
mr,78,246
camp,77,247
cannot,76,248
jâl,76,249
began,76,250
brother,76,251
set,76,252
fell,76,253
why,76,254
however,73,255
silence,72,256
sat,72,257
blood,71,258
few,69,259
together,69,260
followed,69,261
having,69,262
something,68,263
oh,68,264
help,68,265
mother,67,266
right,67,267
fire,67,268
wish,67,269
behind,67,270
length,67,271
settlement,66,272
taken,66,273
red,66,274
king,66,275
name,65,276
myself,65,277
each,65,278
daughter,64,279
least,64,280
days,63,281
true,63,282
cried,63,283
going,63,284
themselves,62,285
ice,62,286
just,62,287
door,62,288
except,62,289
word,62,290
girl,62,291
thing,61,292
above,61,293
gave,61,294
aca,60,295
since,60,296
brought,60,297
forward,60,298
others,60,299
therefore,59,300
arms,59,301
women,59,302
devil,59,303
between,58,304
children,58,305
pereira,58,306
half,58,307
live,58,308
river,58,309
wife,57,310
snow,57,311
house,57,312
rose,57,313
o,57,314
food,56,315
off,56,316
both,56,317
nor,56,318
soon,56,319
bring,56,320
kill,56,321
across,55,322
hear,55,323
dawn,54,324
held,54,325
part,54,326
stones,54,327
does,54,328
queen,54,329
whose,54,330
hundred,54,331
every,53,332
lost,53,333
died,52,334
get,52,335
high,52,336
beach,52,337
temple,52,338
mouth,52,339
strange,52,340
sun,51,341
ran,51,342
herself,51,343
best,51,344
rather,51,345
sight,51,346
answer,51,347
servants,50,348
reached,50,349
looking,50,350
understand,50,351
further,50,352
air,49,353
friend,49,354
pool,49,355
hold,49,356
escape,49,357
yellow,49,358
sacrifice,49,359
ready,48,360
journey,48,361
scarcely,48,362
almost,48,363
near,47,364
spear,47,365
grew,47,366
save,47,367
felt,47,368
entered,47,369
sleep,46,370
leave,46,371
cut,46,372
within,46,373
always,46,374
bridge,46,375
chance,46,376
wall,46,377
gold,46,378
already,45,379
under,45,380
started,45,381
same,45,382
home,45,383
sound,44,384
ask,44,385
follow,44,386
fall,44,387
tale,44,388
ground,44,389
country,44,390
named,44,391
believe,44,392
listen,44,393
knife,43,394
saying,43,395
keep,43,396
lifted,43,397
suddenly,43,398
alive,43,399
xavier,42,400
added,42,401
pass,42,402
cold,42,403
win,42,404
talk,42,405
hope,42,406
four,42,407
open,42,408
power,42,409
aloud,42,410
cave,42,411
somewhat,42,412
speaking,42,413
fate,41,414
mistress,41,415
moreover,41,416
course,41,417
mountain,41,418
waters,41,419
drew,41,420
return,41,421
rest,41,422
broken,41,423
awhile,40,424
husband,40,425
lady,40,426
quite,40,427
secret,40,428
yards,40,429
world,40,430
chapter,40,431
truth,40,432
either,40,433
ten,40,434
until,40,435
become,39,436
slaves,39,437
silent,39,438
edge,39,439
certain,39,440
story,39,441
try,39,442
hours,39,443
turn,39,444
hide,39,445
second,39,446
room,39,447
body,39,448
breast,39,449
hair,38,450
replied,38,451
loved,38,452
peter,38,453
although,38,454
ancient,38,455
doubtless,38,456
evil,38,457
young,38,458
watched,37,459
standing,37,460
companions,37,461
whispered,37,462
called,37,463
strong,37,464
beyond,37,465
servant,37,466
ah,37,467
marriage,37,468
need,37,469
gates,37,470
earth,37,471
dark,36,472
twenty,36,473
known,36,474
small,36,475
spirit,36,476
itself,35,477
city,35,478
mountains,35,479
hole,35,480
chief,35,481
seek,35,482
darkness,35,483
sprang,35,484
finished,35,485
morrow,35,486
hidden,34,487
heaven,34,488
oath,34,489
broke,34,490
new,34,491
pointed,34,492
watch,34,493
morning,34,494
lives,34,495
appeared,34,496
large,34,497
point,34,498
drink,34,499
given,34,500
strength,34,501
desire,34,502
everything,34,503
rope,34,504
read,34,505
present,33,506
seems,33,507
beautiful,33,508
dying,33,509
beginning,33,510
wonder,33,511
watching,33,512
opened,33,513
vanished,33,514
reeds,33,515
rodd,33,516
offer,32,517
lord,32,518
below,32,519
stop,32,520
ago,32,521
wind,32,522
master,32,523
killed,32,524
plan,32,525
dweller,32,526
nature,32,527
short,32,528
captains,32,529
sure,32,530
tom,32,531
longer,31,532
bed,31,533
bear,31,534
next,31,535
low,31,536
deep,31,537
human,31,538
forget,31,539
show,31,540
suppose,31,541
want,31,542
path,31,543
led,31,544
anything,31,545
afterwards,31,546
honour,30,547
comes,30,548
moon,30,549
space,30,550
nest,30,551
huge,30,552
struck,30,553
hard,30,554
order,30,555
front,30,556
five,30,557
worship,30,558
along,30,559
past,30,560
remained,30,561
carried,30,562
six,29,563
dare,29,564
yourself,29,565
terror,29,566
possible,29,567
trouble,29,568
full,29,569
caught,29,570
guard,29,571
peace,29,572
gun,29,573
returned,29,574
afraid,29,575
spot,29,576
remember,29,577
child,29,578
statue,29,579
mavoom,29,580
clear,29,581
palace,28,582
minutes,28,583
whether,28,584
flesh,28,585
floor,28,586
lips,28,587
slowly,28,588
terrible,28,589
ceased,28,590
became,28,591
wide,28,592
fifty,28,593
foot,28,594
twice,28,595
sake,28,596
wealth,28,597
ears,28,598
tongue,28,599
position,28,600
coming,28,601
ruby,28,602
discovered,28,603
scene,27,604
cast,27,605
gate,27,606
surface,27,607
work,27,608
steps,27,609
dreadful,27,610
spoken,27,611
less,27,612
lest,27,613
lived,27,614
business,27,615
shoulders,27,616
offered,27,617
beauty,27,618
escaped,27,619
false,27,620
seeing,27,621
robe,27,622
bound,26,623
gathered,26,624
skin,26,625
rage,26,626
shadow,26,627
wild,26,628
perchance,26,629
quick,26,630
line,26,631
lie,26,632
plain,26,633
whence,26,634
start,26,635
understood,26,636
party,26,637
custom,26,638
dear,26,639
use,26,640
wait,25,641
sudden,25,642
english,25,643
met,25,644
means,25,645
taking,25,646
fast,25,647
chanced,25,648
living,25,649
holy,25,650
hideous,25,651
walls,25,652
tunnel,25,653
lead,25,654
evening,25,655
fight,25,656
iron,25,657
dog,25,658
attempt,25,659
company,25,660
rescue,25,661
reach,25,662
poor,25,663
portuguese,25,664
reason,25,665
able,25,666
vast,24,667
hut,24,668
according,24,669
nearly,24,670
laugh,24,671
closed,24,672
stand,24,673
rubies,24,674
rule,24,675
cry,24,676
shone,24,677
certainly,24,678
shape,24,679
got,24,680
shame,24,681
form,24,682
thank,24,683
eat,24,684
thomas,24,685
farewell,24,686
nay,24,687
placed,24,688
slope,24,689
months,24,690
married,24,691
sank,23,692
goat,23,693
unless,23,694
swiftly,23,695
mean,23,696
happened,23,697
case,23,698
danger,23,699
mad,23,700
miss,23,701
appearance,23,702
fled,23,703
heavy,23,704
remembered,23,705
book,23,706
holding,23,707
minute,23,708
soldiers,23,709
promise,23,710
yours,23,711
money,22,712
height,22,713
multitude,22,714
break,22,715
crept,22,716
grave,22,717
caused,22,718
swear,22,719
distance,22,720
waiting,22,721
dragged,22,722
dress,22,723
pray,22,724
boats,22,725
travelled,22,726
mine,22,727
bearing,22,728
fever,22,729
feel,22,730
throne,22,731
person,22,732
top,22,733
prepared,22,734
deal,22,735
bid,22,736
law,22,737
loose,22,738
road,22,739
forgotten,21,740
prayer,21,741
loves,21,742
sentry,21,743
easy,21,744
spring,21,745
fixed,21,746
safe,21,747
move,21,748
paces,21,749
force,21,750
command,21,751
often,21,752
rising,21,753
won,21,754
stranger,21,755
covered,21,756
showed,21,757
throat,21,758
stretched,21,759
savage,21,760
fashion,21,761
expected,21,762
cell,21,763
struggle,21,764
shot,21,765
step,21,766
late,20,767
bowed,20,768
medicine,20,769
sense,20,770
curious,20,771
written,20,772
dream,20,773
following,20,774
learn,20,775
fortune,20,776
saved,20,777
africa,20,778
price,20,779
reptile,20,780
shed,20,781
goddess,20,782
search,20,783
wicked,20,784
crocodile,20,785
call,20,786
happy,20,787
changed,20,788
hither,20,789
sir,19,790
faint,19,791
worst,19,792
fierce,19,793
change,19,794
beside,19,795
fearful,19,796
rate,19,797
middle,19,798
treasure,19,799
else,19,800
turning,19,801
forced,19,802
wonderful,19,803
neither,19,804
dared,19,805
common,19,806
kept,19,807
aside,19,808
carry,19,809
arm,19,810
bag,19,811
big,19,812
laid,19,813
cloak,19,814
hurled,19,815
presence,19,816
gentle,19,817
wallace,19,818
alas,19,819
service,19,820
later,19,821
free,19,822
impossible,19,823
trust,19,824
breath,19,825
chamber,18,826
wore,18,827
rise,18,828
sad,18,829
bride,18,830
proved,18,831
question,18,832
captain,18,833
difficult,18,834
clever,18,835
dogs,18,836
circumstances,18,837
careful,18,838
during,18,839
believed,18,840
fool,18,841
times,18,842
knives,18,843
greater,18,844
hate,18,845
object,18,846
obeyed,18,847
fact,18,848
idol,18,849
stopped,18,850
begin,18,851
knees,18,852
bidding,18,853
game,18,854
sought,18,855
letter,18,856
names,18,857
naked,18,858
muttered,18,859
making,18,860
smile,18,861
slept,18,862
sitting,18,863
grass,18,864
hung,18,865
seized,18,866
pay,18,867
thick,18,868
thinking,18,869
thirty,18,870
friends,18,871
folly,18,872
memory,17,873
winter,17,874
buy,17,875
jewels,17,876
wow,17,877
third,17,878
kraal,17,879
close,17,880
sky,17,881
weeks,17,882
tied,17,883
meal,17,884
sometimes,17,885
thoughts,17,886
built,17,887
moved,17,888
family,17,889
fair,17,890
rifle,17,891
marry,17,892
accept,17,893
choose,17,894
safety,17,895
obey,17,896
run,17,897
year,17,898
gentleman,17,899
sworn,17,900
glad,17,901
tears,17,902
surely,17,903
utterly,17,904
probably,17,905
sent,17,906
wished,17,907
heavens,17,908
pale,17,909
tall,16,910
please,16,911
throw,16,912
glory,16,913
cause,16,914
ring,16,915
lovely,16,916
glass,16,917
different,16,918
glanced,16,919
allow,16,920
poison,16,921
ill,16,922
waited,16,923
senor,16,924
care,16,925
victims,16,926
opening,16,927
doubt,16,928
single,16,929
lies,16,930
stared,16,931
usual,16,932
suffered,16,933
shouted,16,934
forgot,16,935
language,16,936
climb,16,937
gulf,16,938
rocks,16,939
stay,16,940
welcome,16,941
noise,16,942
learned,16,943
shaped,16,944
whatever,16,945
leaving,16,946
hitherto,16,947
son,16,948
natural,16,949
travel,16,950
song,16,951
grey,16,952
boat,16,953
bottom,16,954
ay,16,955
wood,16,956
backwards,16,957
brave,16,958
forty,15,959
sorry,15,960
task,15,961
rushed,15,962
hall,15,963
suffer,15,964
ceremony,15,965
pierre,15,966
expression,15,967
really,15,968
hearts,15,969
eye,15,970
noticed,15,971
conversation,15,972
reward,15,973
church,15,974
enter,15,975
curse,15,976
number,15,977
guessed,15,978
comfort,15,979
fly,15,980
forgive,15,981
sign,15,982
pointing,15,983
kind,15,984
swim,15,985
blow,15,986
betray,15,987
staring,15,988
spare,15,989
passing,15,990
matters,15,991
failed,15,992
armed,15,993
cruel,15,994
paused,15,995
meat,15,996
anger,15,997
band,15,998
promised,15,999
neck,15,1000
native,15,1001
ivory,15,1002
wondered,15,1003
perish,15,1004
shoot,15,1005
luck,15,1006
drag,14,1007
awake,14,1008
purpose,14,1009
worn,14,1010
saga,14,1011
weight,14,1012
shelter,14,1013
future,14,1014
stir,14,1015
size,14,1016
arab,14,1017
gift,14,1018
besides,14,1019
advanced,14,1020
difficulty,14,1021
shine,14,1022
touch,14,1023
drawbridge,14,1024
colossus,14,1025
surrounded,14,1026
