word,frequency,rank
she,1809,1
all,1166,2
upon,1156,3
very,1094,4
great,1088,5
yet,1001,6
come,964,7
unto,955,8
mine,852,9
no,702,10
maid,612,11
made,600,12
surely,564,13
truly,562,14
should,562,15
now,553,16
went,547,17
night,514,18
came,513,19
go,488,20
little,483,21
thing,479,22
way,476,23
more,471,24
know,449,25
make,427,26
time,424,27
place,420,28
heart,407,29
own,387,30
utter,369,31
shall,363,32
one,359,33
set,353,34
seem,347,35
land,346,36
moment,343,37
presently,342,38
fire,340,39
some,328,40
might,319,41
even,302,42
us,301,43
mighty,293,44
strange,292,45
man,290,46
upward,283,47
indeed,282,48
love,272,49
afterward,264,50
gone,262,51
any,255,52
think,247,53
spirit,245,54
gorge,238,55
light,235,56
doth,226,57
hours,226,58
saw,224,59
see,222,60
pyramid,221,61
ever,220,62
part,214,63
put,214,64
look,211,65
only,210,66
something,210,67
back,209,68
alway,208,69
life,207,70
rock,206,71
quiet,205,72
verity,201,73
far,201,74
within,200,75
sleep,198,76
eat,197,77
oft,195,78
lo,193,79
world,192,80
knew,191,81
earth,190,82
thought,189,83
master,189,84
diskos,185,85
though,185,86
lookt,180,87
forward,177,88
save,176,89
monstrous,176,90
men,171,91
downward,170,92
nigh,169,93
like,168,94
hour,167,95
told,167,96
sudden,165,97
arms,165,98
end,162,99
two,162,100
sound,161,101
water,161,102
side,159,103
somewhat,159,104
say,156,105
much,154,106
than,153,107
sweet,152,108
other,152,109
feet,151,110
knowledge,150,111
dear,150,112
things,149,113
mind,147,114
perceive,146,115
stood,146,116
good,145,117
naani,144,118
need,144,119
same,144,120
country,143,121
power,142,122
hands,137,123
never,136,124
tell,136,125
dark,134,126
among,134,127
perceived,134,128
also,133,129
anigh,133,130
proper,133,131
plain,132,132
whether,127,133
near,127,134
silence,127,135
long,123,136
armour,123,137
redoubt,122,138
body,122,139
well,121,140
many,121,141
must,120,142
day,120,143
matter,120,144
head,119,145
half,118,146
hole,118,147
took,118,148
eyes,117,149
horrid,117,150
last,116,151
neither,116,152
fear,115,153
hand,115,154
bushes,114,155
wonder,114,156
silent,113,157
olden,112,158
age,110,159
strong,110,160
full,109,161
first,109,162
thus,108,163
dreadful,107,164
word,107,165
take,106,166
may,106,167
wondrous,106,168
give,105,169
darkness,105,170
strength,104,171
left,103,172
monster,103,173
truth,103,174
constant,102,175
road,102,176
each,102,177
slumber,102,178
voice,101,179
said,101,180
show,101,181
both,100,182
maybe,100,183
pretty,100,184
mirdath,100,185
across,99,186
swift,99,187
new,99,188
natural,98,189
feel,98,190
gat,98,191
beyond,98,192
memory,98,193
trouble,98,194
right,98,195
air,98,196
lie,97,197
mayhap,97,198
clear,96,199
lay,95,200
hundred,95,201
always,93,202
away,92,203
known,92,204
small,92,205
journey,91,206
sea,90,207
seen,90,208
kist,90,209
evil,89,210
immediately,89,211
low,89,212
reason,89,213
lost,89,214
dead,88,215
safe,88,216
done,88,217
kiss,88,218
days,87,219
cloak,87,220
face,87,221
likewise,87,222
concerning,87,223
shining,86,224
onward,85,225
heard,85,226
deep,84,227
house,83,228
past,83,229
lesser,82,230
ready,81,231
beside,81,232
seeming,81,233
odd,81,234
eternity,81,235
afar,80,236
years,80,237
aught,80,238
pain,80,239
trees,80,240
human,80,241
stand,80,242
instant,80,243
three,79,244
tablets,79,245
scarce,79,246
north,79,247
mouth,78,248
gave,78,249
monsters,78,250
monstruwacan,78,251
hid,78,252
looked,77,253
quick,77,254
held,76,255
live,76,256
matters,76,257
wise,75,258
forth,75,259
certain,74,260
naught,74,261
gentle,74,262
millions,73,263
grown,73,264
miles,73,265
thousand,73,266
found,73,267
hope,72,268
humpt,72,269
free,72,270
sight,71,271
cave,71,272
speech,70,273
together,70,274
hold,70,275
ran,70,276
noise,69,277
whilst,69,278
grew,69,279
waked,69,280
grow,69,281
force,68,282
run,68,283
find,68,284
keep,68,285
inward,68,286
outward,68,287
call,67,288
going,67,289
holes,67,290
watch,67,291
peoples,66,292
death,66,293
turned,65,294
youths,65,295
soul,65,296
rest,65,297
glad,63,298
red,63,299
heed,63,300
joy,63,301
hear,62,302
danger,62,303
brain,61,304
drink,60,305
sure,60,306
speed,60,307
hollow,60,308
current,60,309
none,60,310
space,59,311
understanding,59,312
lovely,58,313
ceased,58,314
work,58,315
cease,58,316
times,58,317
shine,58,318
beast,58,319
name,58,320
called,57,321
backward,57,322
seemed,57,323
drank,57,324
walk,57,325
harm,57,326
ease,56,327
without,56,328
