word,frequency,rank
said,2385,1
d,1769,2
artagnan,1665,3
will,1072,4
athos,1038,5
one,995,6
de,978,7
porthos,835,8
no,755,9
man,723,10
all,717,11
monsieur,711,12
aramis,695,13
well,632,14
king,603,15
us,596,16
queen,592,17
mazarin,590,18
two,530,19
yes,524,20
lord,481,21
now,471,22
know,457,23
sir,456,24
shall,455,25
cried,435,26
replied,431,27
see,415,28
she,409,29
time,400,30
cardinal,398,31
more,379,32
asked,374,33
come,365,34
only,365,35
very,364,36
himself,360,37
should,358,38
let,356,39
go,354,40
friend,354,41
good,346,42
raoul,339,43
ah,337,44
la,331,45
must,330,46
friends,328,47
some,326,48
madame,322,49
like,322,50
grimaud,313,51
say,312,52
made,309,53
men,304,54
young,294,55
take,293,56
than,291,57
moment,280,58
without,275,59
first,275,60
other,271,61
hand,268,62
much,265,63
door,265,64
nothing,263,65
upon,260,66
day,250,67
think,249,68
dear,247,69
oh,246,70
may,242,71
head,241,72
mordaunt,236,73
three,234,74
any,230,75
little,227,76
make,227,77
still,227,78
place,224,79
duke,222,80
went,222,81
eyes,219,82
four,215,83
majesty,214,84
same,209,85
gentlemen,208,86
going,208,87
give,208,88
great,204,89
never,201,90
prince,199,91
back,194,92
name,193,93
paris,193,94
left,193,95
tell,192,96
horse,192,97
speak,190,98
too,189,99
people,187,100
thought,187,101
last,186,102
planchet,186,103
took,185,104
since,184,105
even,181,106
every,181,107
room,180,108
way,176,109
just,176,110
heard,175,111
mousqueton,175,112
count,171,113
exclaimed,169,114
toward,168,115
turned,166,116
sword,165,117
wish,165,118
winter,164,119
long,164,120
answered,157,121
looked,155,122
put,155,123
saw,154,124
away,154,125
face,153,126
night,152,127
look,152,128
voice,150,129
came,149,130
continued,147,131
might,147,132
right,146,133
find,144,134
ramee,144,135
years,143,136
order,142,137
honor,141,138
seen,140,139
own,139,140
five,139,141
horses,138,142
seemed,138,143
most,137,144
word,135,145
whilst,134,146
letter,134,147
coadjutor,134,148
each,133,149
leave,133,150
another,133,151
found,133,152
heart,131,153
gascon,130,154
perhaps,129,155
around,129,156
ask,128,157
cromwell,127,158
better,127,159
hands,126,160
tis,126,161
comminges,126,162
comte,126,163
hundred,125,164
old,125,165
understand,125,166
house,124,167
royal,122,168
done,122,169
alone,122,170
entered,122,171
therefore,121,172
twenty,121,173
anne,121,174
france,119,175
side,119,176
true,118,177
eminence,118,178
charles,117,179
something,117,180
followed,117,181
set,116,182
passed,116,183
everything,116,184
arms,116,185
opened,115,186
master,113,187
returned,113,188
words,113,189
return,113,190
already,112,191
fere,111,192
turn,109,193
road,108,194
poor,107,195
near,107,196
gave,107,197
beaufort,107,198
saint,106,199
ten,106,200
god,106,201
yet,104,202
rochefort,104,203
began,104,204
always,103,205
rue,103,206
hour,103,207
du,102,208
taken,102,209
court,102,210
hear,102,211
prisoner,102,212
service,101,213
looking,101,214
whose,100,215
clock,99,216
half,99,217
sent,99,218
also,99,219
o,98,220
ever,97,221
son,96,222
