word,frequency,rank
she,1639,1
elinor,693,2
all,661,3
marianne,575,4
no,573,5
mrs,542,6
very,504,7
more,413,8
said,399,9
any,392,10
will,380,11
every,377,12
than,370,13
one,345,14
only,293,15
much,291,16
must,289,17
sister,282,18
own,275,19
edward,267,20
mother,259,21
dashwood,256,22
well,244,23
jennings,243,24
time,242,25
should,240,26
now,237,27
know,236,28
miss,231,29
some,223,30
willoughby,217,31
though,217,32
might,217,33
think,212,34
mr,193,35
nothing,191,36
never,191,37
other,190,38
too,189,39
thing,187,40
lucy,186,41
may,184,42
good,181,43
soon,181,44
colonel,177,45
without,176,46
see,176,47
first,170,48
ever,170,49
little,167,50
john,166,51
house,162,52
say,160,53
two,159,54
however,157,55
most,155,56
day,151,57
great,151,58
brandon,145,59
lady,144,60
make,141,61
made,139,62
ferrars,137,63
sure,136,64
even,129,65
shall,128,66
heart,127,67
give,126,68
always,124,69
sir,122,70
man,121,71
room,120,72
dear,118,73
thought,116,74
himself,114,75
saw,114,76
away,112,77
upon,110,78
last,108,79
long,107,80
felt,106,81
middleton,104,82
enough,104,83
many,103,84
same,103,85
young,103,86
go,102,87
moment,102,88
come,102,89
still,102,90
replied,102,91
mind,101,92
indeed,101,93
happy,100,94
left,99,95
less,97,96
quite,96,97
kind,96,98
both,95,99
therefore,94,100
believe,93,101
world,93,102
came,93,103
seemed,91,104
tell,91,105
cannot,91,106
us,90,107
place,90,108
barton,90,109
hope,89,110
perhaps,88,111
really,87,112
morning,87,113
like,87,114
cried,87,115
town,86,116
present,86,117
almost,86,118
family,84,119
till,83,120
brother,83,121
few,81,122
another,81,123
yet,80,124
better,80,125
heard,80,126
palmer,79,127
affection,79,128
love,77,129
letter,77,130
rather,76,131
something,76,132
found,75,133
together,75,134
way,75,135
feelings,74,136
wish,74,137
far,73,138
least,72,139
done,72,140
poor,72,141
immediately,72,142
gave,71,143
told,70,144
oh,70,145
hear,70,146
person,70,147
spirits,69,148
home,69,149
woman,68,150
s,68,151
just,68,152
subject,68,153
look,68,154
whole,68,155
pleasure,67,156
happiness,66,157
feel,66,158
towards,66,159
hardly,65,160
three,65,161
behaviour,64,162
acquaintance,64,163
visit,63,164
opinion,63,165
comfort,63,166
engagement,63,167
friends,63,168
cottage,63,169
knew,62,170
certainly,62,171
yes,61,172
life,61,173
speak,61,174
since,61,175
known,61,176
looked,61,177
within,60,178
others,60,179
half,59,180
going,59,181
suppose,59,182
brought,58,183
leave,58,184
each,58,185
attention,58,186
short,58,187
seen,57,188
park,56,189
manner,56,190
eyes,56,191
continued,56,192
married,56,193
side,56,194
end,56,195
find,56,196
chapter,55,197
norland,55,198
years,55,199
year,55,200
general,55,201
friend,55,202
given,54,203
reason,54,204
wished,54,205
situation,54,206
often,54,207
people,54,208
rest,54,209
longer,54,210
passed,52,211
old,52,212
took,52,213
already,52,214
returned,52,215
next,52,216
body,52,217
possible,51,218
evening,51,219
voice,51,220
regard,51,221
sense,50,222
wife,50,223
street,50,224
ill,50,225
whose,50,226
word,49,227
farther,49,228
sisters,49,229
business,49,230
went,49,231
part,49,232
matter,49,233
fanny,48,234
party,48,235
beyond,47,236
thousand,47,237
obliged,47,238
take,47,239
minutes,47,240
determined,47,241
interest,47,242
neither,46,243
whether,46,244
able,46,245
particular,46,246
else,46,247
put,46,248
daughter,46,249
doubt,46,250
account,45,251
power,45,252
days,45,253
name,45,254
child,45,255
glad,44,256
called,44,257
directly,44,258
hand,44,259
marriage,44,260
want,43,261
mean,43,262
entirely,43,263
began,43,264
perfectly,43,265
kindness,43,266
husband,43,267
seeing,42,268
engaged,42,269
entered,42,270
four,42,271
return,42,272
conversation,41,273
added,41,274
surprise,41,275
pounds,41,276
carriage,41,277
illustration,40,278
equally,40,279
back,40,280
talk,40,281
door,40,282
whatever,40,283
received,40,284
ma,40,285
real,39,286
saying,39,287
expected,39,288
son,39,289
steele,39,290
fortune,38,291
robert,38,292
means,38,293
hours,38,294
dashwoods,38,295
giving,38,296
greater,38,297
spent,38,298
silent,37,299
pretty,37,300
coming,37,301
point,37,302
satisfaction,37,303
months,37,304
case,37,305
spite,37,306
conduct,37,307
london,37,308
wonder,37,309
sat,37,310
common,37,311
head,37,312
living,37,313
object,37,314
settled,37,315
girl,36,316
margaret,36,317
open,36,318
live,36,319
ought,36,320
impossible,36,321
night,36,322
call,36,323
ask,36,324
dare,36,325
hour,36,326
answer,35,327
alone,35,328
appeared,35,329
gone,35,330
arrival,35,331
ready,35,332
children,35,333
country,35,334
spoke,35,335
week,34,336
sorry,34,337
character,34,338
get,34,339
attachment,34,340
particularly,34,341
certain,34,342
assure,34,343
manners,34,344
set,34,345
afterwards,34,346
law,33,347
sake,33,348
deal,33,349
ladies,33,350
care,33,351
new,33,352
five,33,353
right,32,354
silence,32,355
talked,32,356
fancy,32,357
stay,32,358
nature,32,359
near,32,360
pleased,32,361
invitation,32,362
convinced,31,363
judgment,31,364
full,31,365
keep,31,366
different,31,367
company,31,368
lord,31,369
best,31,370
confidence,31,371
delaford,31,372
self,31,373
former,31,374
instantly,31,375
comfortable,30,376
usual,30,377
father,30,378
happened,30,379
wishes,30,380
believed,30,381
natural,30,382
course,30,383
steeles,30,384
wanted,30,385
talking,30,386
circumstances,30,387
drawing,30,388
table,30,389
let,30,390
change,29,391
likely,29,392
necessary,29,393
remained,29,394
taken,29,395
sometimes,29,396
kept,29,397
easily,29,398
walked,29,399
anxious,29,400
knowledge,29,401
small,29,402
marry,29,403
opportunity,29,404
greatest,29,405
occasion,28,406
appearance,28,407
affair,28,408
feeling,28,409
repeated,28,410
daughters,28,411
notice,28,412
considered,28,413
concern,28,414
gentleman,28,415
handsome,28,416
misery,28,417
future,28,418
exactly,28,419
resolved,28,420
question,28,421
assured,28,422
strong,28,423
countenance,28,424
words,28,425
produced,27,426
truth,27,427
hearing,27,428
taste,27,429
anything,27,430
bed,27,431
past,27,432
devonshire,27,433
turned,27,434
round,27,435
cleveland,27,436
got,27,437
declared,27,438
large,27,439
expect,27,440
suffered,27,441
favour,27,442
low,26,443
satisfied,26,444
sensibility,26,445
distress,26,446
exceedingly,26,447
state,26,448
money,26,449
expectation,26,450
resolution,26,451
scarcely,26,452
surprised,26,453
understand,26,454
likewise,26,455
allow,26,456
latter,26,457
use,26,458
fine,26,459
fear,26,460
acquainted,26,461
seems,25,462
face,25,463
advantage,25,464
favourite,25,465
event,25,466
pain,25,467
delight,25,468
true,25,469
charlotte,25,470
window,25,471
agreeable,25,472
meeting,25,473
appear,25,474
otherwise,25,475
probably,25,476
society,24,477
answered,24,478
remember,24,479
painful,24,480
connection,24,481
desire,24,482
forced,24,483
pride,24,484
taking,24,485
effect,24,486
met,24,487
fixed,24,488
joy,24,489
supposed,24,490
proper,24,491
dinner,24,492
men,24,493
idea,24,494
ten,24,495
earnest,24,496
thoughts,24,497
late,24,498
curiosity,24,499
strange,24,500
unfortunate,24,501
cold,24,502
formed,23,503
serious,23,504
avoid,23,505
reached,23,506
servant,23,507
tears,23,508
fond,23,509
regret,23,510
income,23,511
making,23,512
easy,23,513
worth,23,514
immediate,23,515
weeks,23,516
things,23,517
afraid,23,518
smile,23,519
bear,23,520
knowing,23,521
disappointment,23,522
looking,22,523
merely,22,524
leaving,22,525
promise,22,526
sitting,22,527
sent,22,528
tried,22,529
meet,22,530
journey,22,531
consider,22,532
wrong,22,533
letters,22,534
share,22,535
prevent,22,536
danger,22,537
asked,22,538
admiration,22,539
read,22,540
constant,22,541
plan,22,542
affectionate,22,543
respect,22,544
hundred,21,545
mistaken,21,546
eager,21,547
lost,21,548
speaking,21,549
melancholy,21,550
conviction,21,551
emotion,21,552
disposed,21,553
seem,21,554
equal,21,555
view,21,556
meant,21,557
arrived,21,558
exertion,21,559
particulars,21,560
loss,21,561
sight,21,562
chance,21,563
early,21,564
wait,21,565
thus,21,566
disposition,21,567
beauty,21,568
temper,21,569
among,21,570
address,21,571
hair,20,572
unhappy,20,573
quiet,20,574
enjoyment,20,575
eldest,20,576
work,20,577
elegance,20,578
walk,20,579
compassion,20,580
austen,20,581
lived,20,582
inquiry,20,583
smallest,20,584
delighted,20,585
delightful,20,586
friendship,20,587
t,20,588
none,20,589
soul,20,590
used,20,591
forward,20,592
times,20,593
tenderness,19,594
everything,19,595
difference,19,596
age,19,597
pity,19,598
music,19,599
secret,19,600
allowed,19,601
consequence,19,602
circumstance,19,603
help,19,604
charming,19,605
required,19,606
writing,19,607
staying,19,608
estate,19,609
liberty,19,610
breakfast,19,611
difficulty,19,612
discourse,19,613
especially,19,614
stairs,19,615
hoped,19,616
declare,19,617
weather,19,618
indifference,19,619
companion,19,620
eye,19,621
mentioned,19,622
gratitude,18,623
allenham,18,624
information,18,625
praise,18,626
overcome,18,627
air,18,628
alarm,18,629
followed,18,630
honour,18,631
joined,18,632
nobody,18,633
second,18,634
observation,18,635
hopes,18,636
