word,frequency,rank
the,7347,1
and,6098,2
to,3927,3
of,3486,4
a,3354,5
i,3171,6
in,1897,7
is,1781,8
he,1404,9
it,1214,10
was,1116,11
for,1107,12
with,1095,13
as,1040,14
his,1024,15
not,1009,16
me,1000,17
my,996,18
that,969,19
all,954,20
at,947,21
but,823,22
on,796,23
have,727,24
her,663,25
had,658,26
him,620,27
so,619,28
are,613,29
very,581,30
they,575,31
be,567,32
one,546,33
who,541,34
you,514,35
or,472,36
here,467,37
she,466,38
has,465,39
by,464,40
will,462,41
which,462,42
we,456,43
from,453,44
like,390,45
omar,375,46
do,372,47
if,367,48
little,359,49
up,356,50
no,355,51
would,351,52
an,344,53
were,336,54
good,332,55
said,332,56
them,329,57
their,328,58
am,321,59
people,321,60
there,311,61
day,305,62
about,304,63
when,303,64
this,289,65
man,285,66
go,285,67
out,282,68
sheykh,278,69
see,267,70
now,264,71
old,263,72
men,259,73
much,254,74
quite,252,75
more,250,76
been,248,77
how,235,78
only,230,79
boat,230,80
such,229,81
great,229,82
what,225,83
some,223,84
two,222,85
can,219,86
could,218,87
poor,210,88
our,203,89
well,202,90
than,193,91
house,191,92
went,189,93
cairo,188,94
english,187,95
say,185,96
god,184,97
el,182,98
think,182,99
came,176,100
then,175,101
yussuf,171,102
gordon,169,103
duff,168,104
down,167,105
take,166,106
told,164,107
must,161,108
other,160,109
arab,156,110
come,156,111
better,156,112
three,155,113
us,154,114
days,153,115
shall,150,116
luxor,149,117
alexander,149,118
most,148,119
know,147,120
into,146,121
never,145,122
pasha,144,123
sir,143,124
last,142,125
after,140,126
any,139,127
over,138,128
too,135,129
did,135,130
get,133,131
should,133,132
lady,132,133
boy,132,134
just,131,135
off,130,136
made,129,137
may,128,138
night,127,139
woman,126,140
mustapha,126,141
again,125,142
before,125,143
many,124,144
dearest,122,145
women,121,146
your,120,147
own,120,148
young,120,149
hear,117,150
mrs,116,151
etc,112,152
course,111,153
time,110,154
where,107,155
sent,106,156
back,105,157
black,105,158
money,104,159
give,102,160
being,102,161
rather,100,162
children,100,163
asked,98,164
saw,98,165
every,98,166
make,96,167
austin,96,168
arabs,94,169
got,94,170
oh,93,171
hand,93,172
few,93,173
alick,92,174
hassan,91,175
also,91,176
work,90,177
left,90,178
nile,88,179
new,87,180
send,87,181
wife,87,182
year,87,183
gave,87,184
pretty,86,185
does,86,186
way,86,187
among,85,188
first,85,189
mother,84,190
egypt,84,191
even,84,192
ever,83,193
thee,83,194
tell,83,195
without,82,196
things,82,197
always,81,198
water,81,199
long,80,200
place,80,201
away,80,202
nothing,80,203
best,79,204
face,79,205
thou,78,206
let,78,207
heard,78,208
home,78,209
took,77,210
wish,77,211
life,76,212
father,76,213
fear,76,214
girl,76,215
going,76,216
because,75,217
achmet,75,218
found,74,219
under,74,220
while,74,221
hope,73,222
write,73,223
till,73,224
slave,73,225
river,73,226
head,73,227
yesterday,72,228
sort,72,229
eat,72,230
friend,72,231
family,71,232
four,71,233
still,71,234
these,71,235
bread,71,236
maurice,71,237
really,70,238
want,70,239
hareem,70,240
five,70,241
called,70,242
half,70,243
look,69,244
next,69,245
letter,68,246
thy,68,247
gone,68,248
seen,67,249
pay,67,250
muslim,66,251
master,66,252
weather,65,253
enough,64,254
sat,64,255
feel,63,256
himself,63,257
though,63,258
beautiful,63,259
mohammed,63,260
fine,63,261
reis,63,262
thought,62,263
ill,62,264
keneh,62,265
cold,61,266
talk,61,267
years,61,268
brother,61,269
eyes,61,270
leave,61,271
says,61,272
once,61,273
round,61,274
country,61,275
bad,60,276
far,60,277
morning,59,278
six,59,279
christian,58,280
whom,58,281
might,58,282
janet,58,283
letters,58,284
done,58,285
anything,57,286
ago,57,287
bey,57,288
love,57,289
copt,57,290
hot,56,291
those,56,292
donkey,56,293
find,56,294
handsome,55,295
real,55,296
full,55,297
europeans,55,298
alexandria,55,299
tomb,55,300
eight,54,301
soon,54,302
true,54,303
another,54,304
child,54,305
curious,54,306
fellaheen,53,307
friends,53,308
whose,53,309
dinner,53,310
muslims,53,311
hands,52,312
coffee,52,313
kind,52,314
whole,52,315
dead,52,316
son,52,317
put,52,318
stay,51,319
christians,51,320
high,51,321
village,50,322
l,50,323
upon,50,324
dear,50,325
mr,50,326
deal,49,327
same,49,328
keep,49,329
brought,49,330
ten,49,331
turkish,49,332
european,48,333
against,48,334
why,48,335
m,48,336
girls,48,337
maōhn,47,338
pleasant,47,339
o,47,340
heat,47,341
copts,47,342
through,47,343
mutter,47,344
speak,47,345
knew,47,346
wanted,46,347
religion,46,348
less,46,349
each,46,350
indeed,46,351
having,46,352
thing,46,353
married,45,354
de,45,355
sit,45,356
arabic,45,357
brown,45,358
taken,45,359
england,45,360
steamer,45,361
believe,45,362
set,45,363
fancy,44,364
business,44,365
fellow,44,366
suppose,44,367
thebes,43,368
effendi,43,369
died,43,370
evening,43,371
french,43,372
air,43,373
above,43,374
nice,43,375
looked,43,376
ross,43,377
servant,43,378
abu,43,379
feet,43,380
hundred,43,381
lord,43,382
clothes,42,383
times,42,384
boats,42,385
visit,42,386
general,42,387
white,42,388
read,42,389
however,42,390
sally,41,391
since,41,392
march,41,393
april,41,394
january,41,395
right,41,396
wind,41,397
sleep,41,398
ask,41,399
end,41,400
sick,41,401
seems,41,402
coming,40,403
received,40,404
small,40,405
kadee,40,406
used,40,407
cattle,39,408
name,39,409
excellent,39,410
mind,39,411
heart,39,412
cough,39,413
live,39,414
whether,39,415
mosque,39,416
present,38,417
food,38,418
looking,38,419
words,38,420
ali,38,421
wonder,38,422
koran,38,423
please,38,424
sultan,38,425
month,38,426
mine,38,427
return,38,428
felt,38,429
bring,38,430
nor,37,431
land,37,432
both,37,433
cannot,37,434
goes,37,435
boys,37,436
hard,36,437
side,36,438
green,36,439
care,36,440
yet,36,441
week,36,442
husband,36,443
board,36,444
turned,35,445
often,35,446
arrived,35,447
winter,35,448
its,35,449
daughter,35,450
consul,35,451
comes,35,452
something,35,453
church,35,454
assouan,34,455
lovely,34,456
everyone,34,457
big,34,458
account,34,459
respectable,34,460
seven,34,461
government,34,462
die,34,463
buy,34,464
order,34,465
deh,34,466
part,34,467
servants,34,468
desert,34,469
abab,34,470
meat,34,471
between,34,472
twenty,34,473
health,33,474
coptic,33,475
written,33,476
captain,33,477
pray,33,478
call,33,479
perfect,33,480
honour,33,481
morrow,33,482
fast,32,483
e,32,484
grand,32,485
turk,32,486
word,32,487
help,32,488
summer,32,489
sheep,32,490
feeling,32,491
happy,32,492
looks,32,493
ramadan,32,494
given,32,495
alone,32,496
book,32,497
death,32,498
seleem,31,499
drink,31,500
horse,31,501
story,31,502
tells,31,503
several,31,504
least,31,505
crew,31,506
