word,frequency,rank
all,719,1
one,705,2
no,485,3
said,398,4
man,390,5
two,378,6
time,344,7
k,302,8
any,302,9
day,302,10
jpg,300,11
some,285,12
like,284,13
other,271,14
more,270,15
never,260,16
came,258,17
will,252,18
now,249,19
only,245,20
long,238,21
every,238,22
made,232,23
us,231,24
hundred,231,25
little,229,26
got,223,27
feet,221,28
than,221,29
upon,219,30
three,218,31
very,218,32
went,204,33
see,200,34
well,197,35
go,194,36
away,193,37
way,191,38
men,186,39
great,182,40
old,182,41
people,182,42
get,176,43
first,159,44
night,157,45
good,157,46
she,157,47
ever,156,48
without,156,49
just,155,50
thing,151,51
back,151,52
still,150,53
know,149,54
miles,149,55
half,149,56
nothing,148,57
make,147,58
say,147,59
mr,145,60
last,145,61
too,144,62
dollars,142,63
thousand,141,64
take,139,65
took,138,66
house,135,67
next,134,68
five,130,69
come,128,70
another,128,71
found,127,72
horse,127,73
always,125,74
most,124,75
much,124,76
put,123,77
days,122,78
place,122,79
new,119,80
high,119,81
himself,117,82
city,116,83
four,115,84
twenty,115,85
silver,115,86
even,115,87
till,115,88
six,115,89
work,112,90
along,112,91
gold,111,92
side,110,93
left,110,94
water,109,95
life,109,96
enough,109,97
might,108,98
world,108,99
years,107,100
many,107,101
own,106,102
yet,105,103
seen,105,104
head,103,105
around,102,106
chapter,101,107
let,100,108
same,100,109
ten,100,110
thought,98,111
each,95,112
end,95,113
may,94,114
matter,94,115
dead,93,116
saw,93,117
mine,93,118
things,93,119
hands,92,120
gave,91,121
white,90,122
look,90,123
think,88,124
among,88,125
lake,88,126
morning,87,127
small,85,128
going,85,129
mountain,84,130
began,84,131
done,83,132
anything,82,133
must,82,134
street,82,135
heard,80,136
hour,80,137
ground,80,138
hand,80,139
stage,79,140
sea,78,141
large,78,142
fifty,77,143
give,77,144
right,77,145
find,77,146
looked,77,147
money,76,148
horses,76,149
slade,75,150
driver,75,151
home,75,152
full,75,153
also,74,154
land,74,155
mind,74,156
should,73,157
fire,73,158
town,73,159
together,73,160
course,73,161
mountains,73,162
sat,72,163
presently,72,164
tell,72,165
virginia,71,166
knew,71,167
something,71,168
seemed,71,169
far,71,170
m,70,171
name,69,172
rest,69,173
set,68,174
wide,68,175
room,68,176
foot,68,177
keep,68,178
stood,67,179
worth,67,180
told,67,181
young,67,182
gone,66,183
almost,65,184
death,65,185
times,65,186
moment,64,187
desert,63,188
part,63,189
general,63,190
mining,63,191
face,63,192
nevada,62,193
hill,61,194
eye,61,195
brought,61,196
country,61,197
deep,60,198
few,60,199
company,60,200
rock,60,201
ll,60,202
snow,60,203
children,60,204
forty,59,205
though,59,206
eight,59,207
n,58,208
hold,58,209
year,58,210
called,58,211
god,58,212
afterward,57,213
state,57,214
hard,57,215
finally,57,216
sort,56,217
passed,56,218
o,56,219
felt,56,220
