word,frequency,rank
the,14285,1
to,7383,2
and,6352,3
of,6066,4
a,4754,5
i,4135,6
you,4041,7
he,3685,8
in,3533,9
that,3329,10
his,3201,11
was,2397,12
said,2385,13
it,2308,14
is,2196,15
not,2046,16
with,1915,17
at,1859,18
d,1769,19
my,1736,20
for,1682,21
artagnan,1665,22
as,1662,23
him,1649,24
had,1647,25
have,1613,26
but,1557,27
on,1500,28
me,1375,29
be,1330,30
are,1209,31
who,1177,32
by,1169,33
we,1142,34
this,1140,35
your,1099,36
which,1076,37
will,1072,38
they,1066,39
athos,1038,40
one,995,41
de,978,42
what,961,43
do,933,44
so,858,45
from,855,46
then,842,47
porthos,835,48
were,794,49
if,790,50
no,755,51
man,723,52
all,717,53
monsieur,711,54
aramis,695,55
them,684,56
an,659,57
there,639,58
well,632,59
king,603,60
us,596,61
queen,592,62
mazarin,590,63
her,583,64
am,549,65
when,540,66
has,532,67
two,530,68
yes,524,69
would,514,70
lord,481,71
out,481,72
now,471,73
know,457,74
sir,456,75
shall,455,76
been,448,77
or,448,78
cried,435,79
replied,431,80
their,417,81
see,415,82
she,409,83
time,400,84
cardinal,398,85
more,379,86
asked,374,87
here,367,88
come,365,89
only,365,90
very,364,91
himself,360,92
should,358,93
our,356,94
let,356,95
go,354,96
friend,354,97
up,352,98
good,346,99
can,345,100
raoul,339,101
ah,337,102
la,331,103
must,330,104
friends,328,105
some,326,106
did,324,107
like,322,108
these,322,109
madame,322,110
into,319,111
grimaud,313,112
say,312,113
made,309,114
men,304,115
about,294,116
young,294,117
take,293,118
than,291,119
where,290,120
could,283,121
those,280,122
moment,280,123
without,275,124
first,275,125
other,271,126
hand,268,127
whom,265,128
door,265,129
much,265,130
nothing,263,131
how,260,132
upon,260,133
day,250,134
think,249,135
dear,247,136
oh,246,137
may,242,138
head,241,139
after,236,140
mordaunt,236,141
before,234,142
three,234,143
any,230,144
still,227,145
little,227,146
make,227,147
place,224,148
duke,222,149
went,222,150
eyes,219,151
down,216,152
such,215,153
four,215,154
majesty,214,155
same,209,156
going,208,157
give,208,158
gentlemen,208,159
great,204,160
never,201,161
prince,199,162
again,197,163
back,194,164
name,193,165
paris,193,166
left,193,167
tell,192,168
horse,192,169
speak,190,170
too,189,171
people,187,172
thought,187,173
last,186,174
planchet,186,175
took,185,176
since,184,177
off,184,178
every,181,179
even,181,180
room,180,181
just,176,182
way,176,183
heard,175,184
mousqueton,175,185
count,171,186
exclaimed,169,187
over,169,188
toward,168,189
turned,166,190
sword,165,191
wish,165,192
winter,164,193
long,164,194
being,158,195
answered,157,196
put,155,197
looked,155,198
away,154,199
saw,154,200
face,153,201
look,152,202
night,152,203
does,151,204
voice,150,205
came,149,206
continued,147,207
might,147,208
right,146,209
find,144,210
ramee,144,211
years,143,212
order,142,213
honor,141,214
through,141,215
why,141,216
once,141,217
seen,140,218
own,139,219
five,139,220
seemed,138,221
horses,138,222
most,137,223
word,135,224
coadjutor,134,225
whilst,134,226
letter,134,227
each,133,228
found,133,229
another,133,230
leave,133,231
myself,131,232
heart,131,233
gascon,130,234
perhaps,129,235
around,129,236
ask,128,237
better,127,238
cromwell,127,239
tis,126,240
comminges,126,241
comte,126,242
hands,126,243
old,125,244
hundred,125,245
understand,125,246
having,125,247
house,124,248
done,122,249
alone,122,250
entered,122,251
royal,122,252
anne,121,253
twenty,121,254
therefore,121,255
under,120,256
side,119,257
france,119,258
eminence,118,259
true,118,260
charles,117,261
something,117,262
followed,117,263
arms,116,264
everything,116,265
passed,116,266
set,116,267
opened,115,268
return,113,269
words,113,270
master,113,271
returned,113,272
already,112,273
against,111,274
fere,111,275
because,109,276
turn,109,277
road,108,278
gave,107,279
near,107,280
beaufort,107,281
poor,107,282
ten,106,283
god,106,284
saint,106,285
yet,104,286
began,104,287
rochefort,104,288
hour,103,289
always,103,290
rue,103,291
taken,102,292
du,102,293
prisoner,102,294
hear,102,295
court,102,296
between,101,297
service,101,298
looking,101,299
its,100,300
whose,100,301
also,99,302
sent,99,303
yourself,99,304
half,99,305
clock,99,306
o,98,307
ever,97,308
son,96,309
smile,96,310
officer,95,311
behind,94,312
indeed,94,313
told,94,314
called,94,315
given,94,316
minutes,94,317
bed,93,318
window,93,319
carriage,93,320
guards,92,321
ready,92,322
want,91,323
evening,90,324
soon,90,325
morning,89,326
believe,89,327
thing,89,328
bazin,89,329
end,88,330
however,88,331
dead,88,332
