word,frequency,rank
she,843,1
said,727,2
mr,655,3
bounderby,540,4
all,431,5
no,414,6
mrs,392,7
gradgrind,316,8
sparsit,296,9
one,294,10
upon,285,11
know,283,12
louisa,271,13
now,268,14
very,263,15
will,245,16
any,240,17
sir,239,18
more,232,19
tom,227,20
father,216,21
never,216,22
little,200,23
man,193,24
say,184,25
stephen,182,26
good,181,27
time,178,28
come,177,29
than,171,30
much,166,31
like,165,32
well,163,33
night,156,34
some,156,35
face,154,36
made,153,37
hand,149,38
old,149,39
sissy,148,40
rachael,147,41
see,143,42
should,141,43
returned,141,44
ma,141,45
only,139,46
head,136,47
way,136,48
harthouse,133,49
may,133,50
himself,132,51
young,129,52
went,128,53
away,125,54
ll,122,55
might,120,56
go,120,57
ever,120,58
dear,118,59
own,117,60
think,116,61
too,115,62
better,111,63
eyes,111,64
other,111,65
nothing,110,66
must,109,67
coketown,109,68
tell,107,69
long,106,70
room,105,71
great,104,72
people,103,73
yet,103,74
looked,102,75
another,102,76
day,102,77
last,102,78
mind,100,79
back,100,80
though,100,81
take,98,82
o,97,83
lady,97,84
woman,97,85
two,97,86
always,95,87
make,94,88
t,93,89
look,93,90
let,90,91
ha,89,92
yes,88,93
house,86,94
got,86,95
going,85,96
quite,85,97
life,85,98
came,84,99
every,84,100
anything,84,101
without,83,102
knew,83,103
shall,82,104
took,81,105
put,81,106
first,80,107
many,80,108
looking,80,109
manner,79,110
still,79,111
stood,78,112
thought,77,113
get,77,114
fact,77,115
right,76,116
even,76,117
left,76,118
door,75,119
seen,75,120
same,74,121
wi,74,122
hands,73,123
saw,73,124
town,72,125
em,72,126
hear,71,127
home,71,128
hope,70,129
heard,70,130
bitzer,70,131
want,68,132
sat,67,133
place,67,134
done,66,135
word,66,136
present,65,137
turned,64,138
sleary,64,139
moment,64,140
give,63,141
name,63,142
brother,63,143
girl,63,144
us,63,145
whether,63,146
asked,62,147
found,62,148
most,61,149
seemed,60,150
work,60,151
sure,59,152
th,59,153
something,59,154
poor,58,155
round,57,156
fellow,57,157
sister,57,158
thee,57,159
gone,57,160
light,57,161
oh,56,162
tis,56,163
heart,55,164
among,55,165
believe,55,166
brought,55,167
mean,54,168
find,53,169
thquire,53,170
