word,frequency,rank
the,9935,1
and,7814,2
of,5171,3
a,5036,4
to,4003,5
in,2971,6
was,2544,7
it,2537,8
that,2238,9
i,2131,10
he,1916,11
his,1347,12
with,1297,13
for,1244,14
we,1202,15
had,1196,16
not,1164,17
as,1091,18
on,1073,19
but,1069,20
at,944,21
you,886,22
is,852,23
were,800,24
they,788,25
him,726,26
all,719,27
one,705,28
by,696,29
or,672,30
from,658,31
this,651,32
would,616,33
an,613,34
up,607,35
out,595,36
so,573,37
be,571,38
there,557,39
have,551,40
my,536,41
then,510,42
no,485,43
when,480,44
if,476,45
could,455,46
me,449,47
them,434,48
their,431,49
about,405,50
down,401,51
said,398,52
our,392,53
man,390,54
two,378,55
which,377,56
do,354,57
time,344,58
did,320,59
been,319,60
day,302,61
any,302,62
k,302,63
jpg,300,64
are,300,65
into,294,66
its,290,67
some,285,68
like,284,69
who,277,70
what,277,71
other,271,72
more,270,73
over,268,74
never,260,75
after,260,76
came,258,77
through,253,78
will,252,79
now,249,80
only,245,81
every,238,82
long,238,83
made,232,84
hundred,231,85
us,231,86
little,229,87
such,229,88
got,223,89
than,221,90
feet,221,91
upon,219,92
very,218,93
three,218,94
went,204,95
see,200,96
before,200,97
your,197,98
well,197,99
go,194,100
away,193,101
way,191,102
again,191,103
these,190,104
men,186,105
her,183,106
people,182,107
great,182,108
old,182,109
has,176,110
get,176,111
under,161,112
first,159,113
she,157,114
good,157,115
night,157,116
can,156,117
ever,156,118
without,156,119
just,155,120
back,151,121
thing,151,122
still,150,123
know,149,124
miles,149,125
half,149,126
nothing,148,127
say,147,128
make,147,129
last,145,130
how,145,131
mr,145,132
too,144,133
dollars,142,134
off,142,135
thousand,141,136
take,139,137
took,138,138
where,138,139
house,135,140
next,134,141
five,130,142
here,129,143
come,128,144
another,128,145
horse,127,146
found,127,147
once,126,148
always,125,149
much,124,150
most,124,151
being,123,152
put,123,153
days,122,154
place,122,155
high,119,156
new,119,157
himself,117,158
city,116,159
twenty,115,160
six,115,161
four,115,162
even,115,163
silver,115,164
till,115,165
while,114,166
work,112,167
along,112,168
gold,111,169
left,110,170
side,110,171
water,109,172
enough,109,173
life,109,174
those,108,175
might,108,176
world,108,177
years,107,178
many,107,179
own,106,180
yet,105,181
seen,105,182
head,103,183
around,102,184
chapter,101,185
ten,100,186
let,100,187
same,100,188
thought,98,189
each,95,190
end,95,191
matter,94,192
may,94,193
things,93,194
saw,93,195
dead,93,196
mine,93,197
hands,92,198
gave,91,199
look,90,200
white,90,201
lake,88,202
among,88,203
think,88,204
morning,87,205
going,85,206
small,85,207
mountain,84,208
began,84,209
done,83,210
street,82,211
must,82,212
because,82,213
anything,82,214
ground,80,215
heard,80,216
hour,80,217
hand,80,218
stage,79,219
sea,78,220
large,78,221
looked,77,222
give,77,223
fifty,77,224
right,77,225
find,77,226
horses,76,227
money,76,228
driver,75,229
home,75,230
full,75,231
slade,75,232
above,75,233
mind,74,234
land,74,235
also,74,236
course,73,237
mountains,73,238
together,73,239
fire,73,240
town,73,241
should,73,242
presently,72,243
myself,72,244
sat,72,245
tell,72,246
seemed,71,247
far,71,248
something,71,249
virginia,71,250
knew,71,251
m,70,252
name,69,253
rest,69,254
room,68,255
keep,68,256
set,68,257
wide,68,258
foot,68,259
stood,67,260
young,67,261
told,67,262
worth,67,263
am,66,264
gone,66,265
death,65,266
times,65,267
almost,65,268
moment,64,269
part,63,270
desert,63,271
general,63,272
mining,63,273
face,63,274
against,63,275
nevada,62,276
why,61,277
brought,61,278
eye,61,279
hill,61,280
country,61,281
few,60,282
rock,60,283
snow,60,284
ll,60,285
company,60,286
children,60,287
deep,60,288
though,59,289
forty,59,290
eight,59,291
hold,58,292
god,58,293
year,58,294
called,58,295
n,58,296
finally,57,297
state,57,298
afterward,57,299
hard,57,300
felt,56,301
sort,56,302
o,56,303
passed,56,304
eyes,55,305
within,55,306
hours,55,307
wanted,55,308
tried,55,309
several,55,310
however,55,311
bed,55,312
heart,55,313
between,54,314
turned,54,315
word,54,316
behind,54,317
toward,53,318
looking,53,319
months,53,320
d,53,321
office,53,322
san,53,323
francisco,53,324
whole,53,325
poor,53,326
during,53,327
week,52,328
road,52,329
fell,52,330
mines,52,331
whose,52,332
business,52,333
stand,52,334
rich,52,335
california,51,336
sir,51,337
held,51,338
mormon,51,339
pass,50,340
door,50,341
lay,50,342
kept,50,343
fine,50,344
indians,50,345
taken,50,346
shot,50,347
thirty,50,348
certain,50,349
party,49,350
station,49,351
carson,49,352
soon,49,353
near,49,354
both,49,355
earth,49,356
themselves,49,357
kind,49,358
least,48,359
interest,48,360
fifteen,48,361
coach,48,362
higher,48,363
king,48,364
history,48,365
cannot,48,366
used,47,367
body,47,368
air,47,369
killed,47,370
