word,frequency,rank
all,1166,1
she,816,2
said,570,3
one,506,4
no,488,5
will,468,6
us,464,7
some,444,8
must,440,9
shall,427,10
may,417,11
now,408,12
know,396,13
see,395,14
time,390,15
more,376,16
come,339,17
van,322,18
helsing,322,19
night,319,20
came,309,21
went,299,22
lucy,299,23
like,292,24
only,287,25
any,285,26
go,284,27
very,280,28
back,261,29
good,258,30
man,256,31
well,245,32
seemed,243,33
even,242,34
mina,237,35
room,231,36
way,229,37
took,224,38
day,223,39
dear,223,40
though,221,41
than,220,42
much,220,43
saw,219,44
think,219,45
too,215,46
hand,211,47
face,206,48
jonathan,201,49
door,200,50
count,198,51
should,198,52
tell,195,53
made,194,54
poor,193,55
sleep,192,56
old,190,57
away,189,58
eyes,188,59
own,187,60
looked,186,61
friend,185,62
great,183,63
dr,178,64
god,177,65
things,175,66
professor,174,67
other,174,68
look,172,69
get,172,70
just,169,71
little,168,72
harker,166,73
make,163,74
might,159,75
got,157,76
yet,156,77
thought,154,78
found,153,79
men,151,80
take,150,81
let,148,82
long,148,83
life,148,84
say,148,85
arthur,147,86
work,146,87
something,144,88
asked,143,89
oh,142,90
told,142,91
heart,141,92
last,140,93
fear,137,94
place,137,95
ever,136,96
house,135,97
first,135,98
without,135,99
till,135,100
two,133,101
knew,130,102
seward,128,103
never,128,104
done,128,105
himself,122,106
t,120,107
still,117,108
coming,117,109
window,116,110
quite,116,111
find,115,112
same,114,113
want,114,114
blood,113,115
began,113,116
nothing,112,117
dead,110,118
round,108,119
white,107,120
put,107,121
head,106,122
morning,106,123
moment,106,124
mind,106,125
mr,104,126
hands,104,127
many,104,128
open,102,129
however,102,130
help,101,131
whilst,101,132
hear,101,133
terrible,100,134
right,99,135
left,99,136
diary,99,137
anything,97,138
thing,97,139
far,97,140
rest,97,141
keep,96,142
looking,96,143
seen,95,144
death,95,145
madam,94,146
another,91,147
heard,91,148
mrs,90,149
bed,90,150
strange,90,151
full,89,152
godalming,88,153
upon,88,154
felt,87,155
since,86,156
each,86,157
cannot,86,158
both,86,159
every,85,160
home,85,161
quincey,85,162
few,85,163
turned,84,164
love,84,165
light,82,166
others,81,167
read,81,168
stood,80,169
opened,80,170
alone,80,171
lord,79,172
sort,79,173
give,78,174
new,78,175
morris,78,176
spoke,78,177
better,77,178
feel,77,179
dark,77,180
john,76,181
later,76,182
child,76,183
end,76,184
believe,75,185
most,75,186
red,74,187
husband,74,188
whole,73,189
held,73,190
gone,73,191
together,73,192
lay,73,193
seems,72,194
case,72,195
ask,71,196
ready,71,197
sat,69,198
close,69,199
side,69,200
almost,69,201
going,68,202
need,68,203
soon,68,204
london,67,205
gave,67,206
half,67,207
sweet,66,208
speak,66,209
hope,66,210
letter,66,211
soul,65,212
seem,65,213
word,65,214
try,64,215
already,64,216
watch,64,217
always,64,218
set,64,219
write,63,220
ship,63,221
box,63,222
world,62,223
tried,62,224
three,61,225
lips,61,226
woman,61,227
kind,60,228
miss,60,229
late,60,230
water,60,231
answered,60,232
strong,60,233
enough,59,234
fell,59,235
true,59,236
september,59,237
part,59,238
o,58,239
kept,58,240
call,58,241
voice,57,242
present,57,243
days,57,244
times,57,245
hour,56,246
passed,56,247
brain,56,248
clock,56,249
leave,56,250
horses,56,251
body,55,252
understand,55,253
along,55,254
sun,55,255
matter,55,256
perhaps,54,257
air,54,258
fellow,54,259
young,54,260
